The place's decor and hidden bathrooms made for a good laugh.	hidden bathrooms	AMBIENCE	positive
I highly recommend visiting this restaurant and having dinner and drinks!	restaurant	RESTAURANT	positive
If you are the type of person who likes being scared and entertained, this is a great place to go and eat.	place	RESTAURANT	positive
My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.	Jekyll and Hyde Pub	RESTAURANT	positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	beers	DRINKS	positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	food	FOOD	positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	pumkin tortelini	FOOD	positive
The entertainment was great they have shows that go on through out the dinner.	entertainment	AMBIENCE	positive
Please take my advice, go and try this place.	place	RESTAURANT	positive
You will not be disapointed at all.	NULL	RESTAURANT	positive
We were not dissappointed in the least bit by this little gem.	NULL	RESTAURANT	positive
The bagel was huge.	bagel	FOOD	positive
They were served warm and had a soft fluffy interior.	NULL	FOOD	positive
The workers there also absolutely load the bagel with cream cheese (gets a little messy).	bagel	FOOD	negative
I loved it and would HIGHLY RECOMMEND.	NULL	RESTAURANT	positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	food	FOOD	positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	service	SERVICE	positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	lobster roll	FOOD	positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	lobster	FOOD	positive
Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	pizza	FOOD	positive
Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	santa fe chopped salad	FOOD	positive
Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	fish and chips	FOOD	positive
I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	food	FOOD	positive
I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	ambience	AMBIENCE	positive
I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	service	SERVICE	positive
All the staff is absolutely professional!! 	staff	SERVICE	positive
(that is A MUST, but not every restaurant can do...) 	NULL	SERVICE	positive
There's nice and quiet, small but enough for 6 (or more).	NULL	AMBIENCE	positive
This restaurant was way overhyped.	restaurant	RESTAURANT	negative
My chow fun and chow see was really bland and oily.	chow fun and chow see	FOOD	negative
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.	NULL	FOOD	negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.	scallion pancakes	FOOD	neutral
The scallion pancakes and fried dumplings were nothing out of the ordinary.	fried dumplings	FOOD	neutral
The service was the only thing good about this restaurant.	service	SERVICE	positive
The service was the only thing good about this restaurant.	restaurant	RESTAURANT	negative
It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	NULL	AMBIENCE	negative
It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	sushi	FOOD	negative
It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	tuna	FOOD	negative
It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	rolls	FOOD	negative
I definitely wouldn't go back.	NULL	RESTAURANT	negative
Their pad penang is delicious and everything else is fantastic.	pad penang	FOOD	positive
Their pad penang is delicious and everything else is fantastic.	NULL	FOOD	positive
The price is reasonable although the service is poor.	NULL	RESTAURANT	positive
The price is reasonable although the service is poor.	service	SERVICE	negative
fresh restaurant was amazing........ food was delicious and of course fresh.	fresh restaurant	RESTAURANT	positive
fresh restaurant was amazing........ food was delicious and of course fresh.	food	FOOD	positive
great for a romantic evening, or a fun evening with friends...	NULL	AMBIENCE	positive
great for a romantic evening, or a fun evening with friends...	NULL	RESTAURANT	positive
I will be going back very soon.	NULL	RESTAURANT	positive
keep up the good work.	NULL	RESTAURANT	positive
Hats off to the chef.	chef	FOOD	positive
It was wonderful.	NULL	RESTAURANT	positive
the salads are delicious, both refreshing and very spicy.	salads	FOOD	positive
We had Pam's special fried fish and it was amazing.	Pam's special fried fish	FOOD	positive
too large for just two people but nothing was left.	NULL	FOOD	negative
too large for just two people but nothing was left.	NULL	FOOD	positive
Great vibe, lots of people.	vibe	AMBIENCE	positive
My husbands was perfect, my was well done and dry.	NULL	FOOD	positive
My husbands was perfect, my was well done and dry.	NULL	FOOD	negative
I didn't complain, I liked the atmosphere so much.	atmosphere	AMBIENCE	positive
On a hot day it was fabulous to stop in and enjoy lunch.	NULL	RESTAURANT	positive
Ambience is so cute and quaint, good for business although we were there on vacation.	Ambience	AMBIENCE	positive
Ambience is so cute and quaint, good for business although we were there on vacation.	NULL	RESTAURANT	positive
Salads were fantastic.	Salads	FOOD	positive
Although we were looking for regular lettuce and some walnuts the salads we got were great.	salads	FOOD	positive
Ingredients are organic which is a real plus for me.	Ingredients	FOOD	positive
We will be back.	NULL	RESTAURANT	positive
This is some really good, inexpensive sushi.	sushi	FOOD	positive
This is some really good, inexpensive sushi.	sushi	FOOD	positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.	spicy Tuna roll	FOOD	positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.	spicy Tuna roll	FOOD	positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.	spicy Tuna roll	FOOD	positive
The Yellowtail was particularly good as well.	Yellowtail	FOOD	positive
I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.	all you can eat deal	FOOD	negative
I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.	all you can eat deal	FOOD	negative
In any event, this is a place I'll be sure to stop by again when I'm in this part of town.	place	RESTAURANT	positive
Big Wong gets big Ups for a fine establishment.	Big Wong	RESTAURANT	positive
They have it all -- great price, food, and service.	NULL	RESTAURANT	positive
They have it all -- great price, food, and service.	NULL	RESTAURANT	positive
They have it all -- great price, food, and service.	food	FOOD	positive
They have it all -- great price, food, and service.	service	SERVICE	positive
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	atmosphere	AMBIENCE	negative
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	waiters	SERVICE	positive
The food is prepared quickly and efficiently.	NULL	SERVICE	positive
And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	NULL	FOOD	positive
And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	congee	FOOD	positive
And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	noodles	FOOD	positive
And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	rice dishes	FOOD	positive
The takeout is great too since they give high quality tupperware as well.	takeout	SERVICE	positive
This place is always very crowded and popular.	place	RESTAURANT	positive
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	Caesar Salad	FOOD	positive
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	arugula and goat cheese	FOOD	positive
We both opted for a pasta dish and they were served timely and fresh.	NULL	SERVICE	positive
We both opted for a pasta dish and they were served timely and fresh.	pasta dish	FOOD	positive
We concluded with tiramisu chocolate cake, both were delicious.	tiramisu chocolate cake	FOOD	positive
We'd go back again	NULL	RESTAURANT	positive
I recently went to this restaurant with some co-workers for lunch and had an amazing time.	restaurant	RESTAURANT	positive
The staff was accomodating, the food was absolutely delicious and the place is lovely.	staff	SERVICE	positive
The staff was accomodating, the food was absolutely delicious and the place is lovely.	food	FOOD	positive
The staff was accomodating, the food was absolutely delicious and the place is lovely.	place	AMBIENCE	positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	Manager	SERVICE	positive
Yes, the prices are high, but I felt it was worth it.	NULL	RESTAURANT	negative
Yes, the prices are high, but I felt it was worth it.	NULL	RESTAURANT	positive
We all felt it was worth it.	NULL	RESTAURANT	positive
sometimes i get good food and ok service.	food	FOOD	positive
sometimes i get good food and ok service.	service	SERVICE	neutral
sometimes i get bad food and bad service, sometimes i get good good and bad service.	food	FOOD	negative
sometimes i get bad food and bad service, sometimes i get good good and bad service.	service	SERVICE	negative
sometimes i get bad food and bad service, sometimes i get good good and bad service.	service	SERVICE	negative
sometimes i get bad food and bad service, sometimes i get good good and bad service.	good	FOOD	positive
it is not consistent.	NULL	RESTAURANT	negative
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	dishes	FOOD	positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	wine	DRINKS	positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	NULL	SERVICE	positive
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	atmosphere	AMBIENCE	positive
And where does Patis go wrong; no where. 	Patis	RESTAURANT	positive
You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.	NULL	FOOD	positive
You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.	NULL	FOOD	positive
And evaluated on those terms Pastis is simply wonderful.	Pastis	RESTAURANT	positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.	pizza	FOOD	positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.	place	AMBIENCE	positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).	raddichio	FOOD	negative
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).	NULL	FOOD	positive
My friend got the mushroom pizza which tasted better.	mushroom pizza	FOOD	positive
The sangria was pretty tasty and good on a hot muggy day.	sangria	DRINKS	positive
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.	place	RESTAURANT	neutral
Overall I would recommend it and go back again.	NULL	RESTAURANT	positive
I started out with a Bombay beer which was big enough for two.	Bombay beer	DRINKS	positive
MMmmm... it was delicious.	NULL	FOOD	positive
Service was slow, but the people were friendly.	Service	SERVICE	negative
Service was slow, but the people were friendly.	people	SERVICE	positive
It's a nice place to relax and have conversation.	place	AMBIENCE	positive
I can't wait to go back.	NULL	RESTAURANT	positive
The food is authentic Italian - delicious!	food	FOOD	positive
Pizza is terrific, as is homemade pasta.	Pizza	FOOD	positive
Pizza is terrific, as is homemade pasta.	homemade pasta	FOOD	positive
Ambience is delightful, service impeccable.	Ambience	AMBIENCE	positive
Ambience is delightful, service impeccable.	service	SERVICE	positive
I'm still mad that i had to pay for lousy food.	food	FOOD	negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	hanger steak	FOOD	negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	tuna	FOOD	negative
Service was also horrible and the ambience is not that great.	Service	SERVICE	negative
Service was also horrible and the ambience is not that great.	ambience	AMBIENCE	negative
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.	NULL	RESTAURANT	negative
I go and eat out at many different restaurants and this is one place you have go and try.	place	RESTAURANT	positive
This is my first time writing a review for a restaurant because the food and service was excellent.	food	FOOD	positive
This is my first time writing a review for a restaurant because the food and service was excellent.	service	SERVICE	positive
The filet mignon dish was superb!	filet mignon dish	FOOD	positive
I would defiantly come back here again as one of my top choices.	NULL	RESTAURANT	positive
It's a small cute restaurant.	restaurant	RESTAURANT	positive
I absolutely love this place!!!	place	RESTAURANT	positive
I like the ambience, it's very dark and original.	ambience	AMBIENCE	positive
The sushi is amazing!!! 	sushi	FOOD	positive
And amazingly cheap.	NULL	FOOD	positive
Big thumbs up!	NULL	RESTAURANT	positive
Very affordable and excellent ambient!	ambient	AMBIENCE	positive
Very affordable and excellent ambient!	NULL	RESTAURANT	positive
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	beef and noodle soup dishes	FOOD	negative
We were very disappointed.	NULL	FOOD	negative
We won't go to this place again for a good meal.	meal	FOOD	negative
However, I think this place is a good hang out spot.	place	AMBIENCE	positive
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	place	RESTAURANT	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	Pizza	FOOD	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	wine	DRINKS	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	service	SERVICE	positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	backyard dining area	AMBIENCE	positive
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.	outdoor restaurants	AMBIENCE	positive
They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.	NULL	RESTAURANT	positive
Check this place out!	place	RESTAURANT	positive
HIGHLY RECOMMENDED!!!!!	NULL	RESTAURANT	positive
First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.	place	AMBIENCE	negative
Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.	NULL	AMBIENCE	negative
The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	tables	AMBIENCE	negative
The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	menu	FOOD	neutral
The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	wine list	DRINKS	negative
Slightly above average wines start at $70+ with only one selection listed at $30+.	wines	DRINKS	negative
Slightly above average wines start at $70+ with only one selection listed at $30+.	wines	DRINKS	negative
Service is not what one would expect from a joint in this price category.	Service	SERVICE	negative
For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... 	NULL	SERVICE	negative
Somehow working the italian charm with constant mille grazie does not constitute proper service.	service	SERVICE	negative
To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	food	FOOD	positive
To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	Teodora	RESTAURANT	negative
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	meals	FOOD	negative
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	rosemary or orange flavoring	FOOD	negative
Fish was overdone.	Fish	FOOD	negative
Cute place, nice wait staff but would never go there again.	wait staff	SERVICE	positive
Cute place, nice wait staff but would never go there again.	place	AMBIENCE	positive
Cute place, nice wait staff but would never go there again.	place	RESTAURANT	negative
Someone else recommended the dessert - we also left that.	dessert	FOOD	negative
One of us actually liked the expresso - that's it.	expresso	DRINKS	positive
Skip this restaurant, it's a big disappointment.	restaurant	RESTAURANT	negative
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.	Myagi	RESTAURANT	positive
I've never had bad service and the fish is fresh and delicious.	service	SERVICE	positive
I've never had bad service and the fish is fresh and delicious.	fish	FOOD	positive
Their tuna tartar appetizer is to die for.	tuna tartar appetizer	FOOD	positive
I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.	pizza	FOOD	positive
It is simply amazing.	NULL	FOOD	positive
The place is so cool and the service is prompt and curtious.	service	SERVICE	positive
The place is so cool and the service is prompt and curtious.	place	AMBIENCE	positive
I highly recommend to anyone to give this place a try.	place	RESTAURANT	positive
You will find yourself returning quite often.	NULL	RESTAURANT	positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	food	FOOD	positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	service	SERVICE	positive
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	atmosphere	AMBIENCE	positive
No gimmicks here -- the food speaks for itself in its freshness and preparation.	food	FOOD	positive
The dining room is quietly elegant with no music to shout over -- how refreshing!	dining room	AMBIENCE	positive
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	service	SERVICE	positive
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	staff	SERVICE	positive
Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	meal	FOOD	positive
Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	restaurant	AMBIENCE	positive
Beautiful experience.	NULL	RESTAURANT	positive
The view is breathtaking the service is top notch... the ambiance is wonderfull.	view	LOCATION	positive
The view is breathtaking the service is top notch... the ambiance is wonderfull.	service	SERVICE	positive
The view is breathtaking the service is top notch... the ambiance is wonderfull.	ambiance	AMBIENCE	positive
The staff offers impeccable service.	staff	SERVICE	positive
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.	Lobster Bisque	FOOD	positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.	New England Chowder	FOOD	positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.	Lobster Bisque	FOOD	positive
It was divine melts in your mouth.	NULL	FOOD	positive
My boyfriend had Prime Rib it was good .	Prime Rib	FOOD	positive
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 	bottles of Korbett	DRINKS	positive
It's cuz it's so good you need to taste it!!! 	NULL	FOOD	positive
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!	NULL	RESTAURANT	positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.	food	FOOD	positive
If you like spicy food get the chicken vindaloo.	chicken vindaloo	FOOD	positive
It's very spicy but not offensive.	NULL	FOOD	positive
We will definitely go back.	NULL	RESTAURANT	positive
Go to Volare for 1st class service and terrific food.	service	SERVICE	positive
Go to Volare for 1st class service and terrific food.	food	FOOD	positive
The portions are large and the servers always surprise us with a different starter.	portions	FOOD	positive
The wine list is excellent.	wine list	DRINKS	positive
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	food	FOOD	positive
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	selection of wines	DRINKS	positive
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	Chef's tasting menu	FOOD	positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	service	SERVICE	positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	place	AMBIENCE	negative
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	place	RESTAURANT	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	food	FOOD	negative
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	prixe fixe tasting menu	FOOD	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	prixe fixe tasting menu	FOOD	positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	NULL	SERVICE	positive
Please be aware that it's CASH or AMEX only!	NULL	RESTAURANT	neutral
With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.	food	FOOD	neutral
With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.	lemon salad	FOOD	negative
The menu is very limited - i think we counted 4 or 5 entrees.	menu	FOOD	negative
We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	grilled branzino	FOOD	negative
The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	decor	AMBIENCE	neutral
Problem is nothing at Prune is particularly memorable.	Prune	RESTAURANT	negative
No plans to return anytime soon.	NULL	RESTAURANT	negative
This place is so much fun.	place	AMBIENCE	positive
Our family never expected such incredible entertainment in a restaurant.	entertainment	AMBIENCE	positive
Our food was great too!	food	FOOD	positive
And really large portions.	portions	FOOD	positive
The staff was the friendliest that have seen in New York.	staff	SERVICE	positive
We will go back every time we are in the City.	NULL	RESTAURANT	positive
If you want something really different than try Jekyll and Hyde.	Jekyll and Hyde	RESTAURANT	positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.	NULL	AMBIENCE	positive
The food was pretty tradional but it was hot and good with large portions.	food	FOOD	positive
The food was pretty tradional but it was hot and good with large portions.	portions	FOOD	positive
I highly recommend it.	NULL	RESTAURANT	positive
The place is a lot of fun.	place	AMBIENCE	positive
My six year old loved it.	NULL	RESTAURANT	positive
The characters really make for an enjoyable experience.	characters	AMBIENCE	positive
The food however, is what one might expect.	food	FOOD	negative
It is very overpriced and not very tasty.	NULL	FOOD	negative
It is very overpriced and not very tasty.	NULL	FOOD	negative
However, I think Jeckll and Hydes t is one of those places that is fun to do once.	Jeckll and Hydes	RESTAURANT	positive
We had a good time.	NULL	RESTAURANT	positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.	NULL	SERVICE	negative
Service was slow had to wait to order and get food although not crowded.	Service	SERVICE	negative
Drinks way over priced.	Drinks	DRINKS	negative
Food was good not great not worth the wait or another visit	Food	FOOD	neutral
Food was good not great not worth the wait or another visit	NULL	RESTAURANT	negative
Great pizza for lunch place.	pizza	FOOD	positive
Service was quick.	Service	SERVICE	positive
The pizza was great.	pizza	FOOD	positive
And it was quick which is very important.	NULL	SERVICE	positive
It was wonderful.	NULL	DRINKS	positive
Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	fish	FOOD	positive
Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	service	SERVICE	positive
Delivery is fast too.	Delivery	SERVICE	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	service	SERVICE	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	seating	SERVICE	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	Delivery	SERVICE	positive
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	sushi	FOOD	positive
A little overpriced but worth it once you take a bite.	NULL	FOOD	negative
A little overpriced but worth it once you take a bite.	NULL	FOOD	positive
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	bagel	FOOD	positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	bagels	FOOD	positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	bagels	FOOD	positive
They have a huge selection of different cream cheeses and all of their salads are great.	salads	FOOD	positive
They have a huge selection of different cream cheeses and all of their salads are great.	cream cheeses	FOOD	positive
The lox is always fresh too.	lox	FOOD	positive
Highly recommended to all!	NULL	RESTAURANT	positive
Not impressed with the food.	food	FOOD	negative
Prices too high for this cramped and unappealing resturant.	resturant	RESTAURANT	negative
Prices too high for this cramped and unappealing resturant.	resturant	AMBIENCE	negative
Zero ambiance to boot.	ambiance	AMBIENCE	negative
I thought this place was totally overrated.	place	RESTAURANT	negative
Everything we had was good or ok....but definitely nothing great.	NULL	FOOD	neutral
The ambience was nice, but service wasn't so great.	ambience	AMBIENCE	positive
The ambience was nice, but service wasn't so great.	service	SERVICE	negative
When you add it all together, it just doesn't seem worth it to me...especially considering the prices.	NULL	RESTAURANT	negative
When you add it all together, it just doesn't seem worth it to me...especially considering the prices.	NULL	RESTAURANT	negative
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.	Shabu-Shabu Restaurant	RESTAURANT	positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.	food	FOOD	positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.	feel	AMBIENCE	positive
Thius is a must for anyone who loves Shabu-Shabu.	Shabu-Shabu	FOOD	positive
The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.	atmosphere	AMBIENCE	positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.	owner	RESTAURANT	positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.	staff	RESTAURANT	positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.	ambiance	AMBIENCE	positive
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	menu	FOOD	negative
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	NULL	FOOD	positive
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	NULL	FOOD	positive
I must give it Yon out of Yon stars!	NULL	RESTAURANT	positive
Taxan delicious!	Taxan	FOOD	positive
We weren't!	NULL	RESTAURANT	positive
The prices were CHEAP compared to the quality of service and food.	NULL	RESTAURANT	positive
The prices were CHEAP compared to the quality of service and food.	service	SERVICE	positive
The prices were CHEAP compared to the quality of service and food.	food	FOOD	positive
We liked it so much, that we will always make it a point to dine here when we visit New York.	NULL	RESTAURANT	positive
The location and ambience is Ok but the food is what makes up for it.	location	LOCATION	neutral
The location and ambience is Ok but the food is what makes up for it.	ambience	AMBIENCE	neutral
The location and ambience is Ok but the food is what makes up for it.	food	FOOD	positive
There is a lot of variety even for people who eat vegetarian like me.	NULL	FOOD	positive
Try green curry with vegetables.	green curry with vegetables	FOOD	positive
The quantity is also very good, you will come out satisfied.	quantity	FOOD	positive
The service is ok, some of the people didn't get what they asked for.	service	SERVICE	neutral
I was there on sat. for my birthday and we had an excellent time.	NULL	RESTAURANT	positive
I had the best ravioli ever.	ravioli	FOOD	positive
The wine the service was very good too.	wine	DRINKS	positive
The wine the service was very good too.	service	SERVICE	positive
Moderate prices.	NULL	RESTAURANT	neutral
A little noise but I think that was because of our party!	NULL	AMBIENCE	neutral
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	trattoria	AMBIENCE	positive
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	trattoria	RESTAURANT	positive
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	food	FOOD	positive
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	dishes	FOOD	positive
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	specials	FOOD	positive
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	regular menu-fare	FOOD	positive
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.	parmesean porcini souffle	FOOD	positive
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.	lamb glazed with balsamic vinegar	FOOD	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	candle-light	AMBIENCE	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	food	FOOD	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	service	SERVICE	positive
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	tables	AMBIENCE	negative
A guaranteeed delight!	NULL	RESTAURANT	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	food	FOOD	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	wine	DRINKS	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	food	FOOD	positive
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	wine	DRINKS	positive
If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.	marinara/arrabiatta sauce	FOOD	positive
If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.	mozzarella en Carozza	FOOD	positive
If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.	NULL	FOOD	positive
